cnpj;matriz;data_abertura;n_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;nu_logradouro;cep;bairro;municipio;uf;situacao;classif_natureza_juridica;vl_latitude;vl_longitude;vl_total_veiculos_antt;vl_total_veiculos_leves;vl_total_veiculos_pesados;simples;qt_filial;simei;de_saude_tributaria;de_nivel_atividade
03228059000120;MATRIZ;1999-06-11;CENTRO EDUCACIONAL DO BARBALHO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JORNALISTA GILBERTO OSORIO;76;50690300;IPUTINGA;RECIFE;PE;ATIVA;PRIVADO;-8,0303877;-34,9371951;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;ALTA
09088671000120;MATRIZ;2007-09-18;WE 3 CONTABILIDADE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FRANCISCO CARVALHO DE ANDRADE;220;14270000;CENTRO;SANTA ROSA DE VITERBO;SP;ATIVA;PRIVADO;-21,478884;-47,3629203;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
09191837000130;MATRIZ;2007-10-01;A R COSTI ME;2135;EMPRESARIO INDIVIDUAL;RUA EDUARDO AMBUBA;95;05725050;VILA ANDRADE;SAO PAULO;SP;ATIVA;PRIVADO;-23,6257089;-46,73662;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;ALTA
14639022000100;MATRIZ;2011-10-02;BEATRIZ DA COSTA MATOS ME;2135;EMPRESARIO INDIVIDUAL;QUADRA 4;S/N;72870104;VALPARAISO II;VALPARAISO DE GOIAS;GO;ATIVA;PRIVADO;-16,0829901;-47,974561;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
01821021000300;FILIAL;1999-03-04;S MOURA COMERCIAL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BEBEDOURO;51;09920230;VILA MARIA LEONOR;DIADEMA;SP;ATIVA;PRIVADO;-23,6788987;-46,623589;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
14619204000110;MATRIZ;2011-11-01;JOAO PAULO RIBEIRO DE SOUSA MEI;2135;EMPRESARIO INDIVIDUAL;RUA SAO FRANCISCO;108;62880502;MANGUEIRAL;HORIZONTE;CE;ATIVA;PRIVADO;-4,0967256;-38,4906934;S/N;S/N;S/N;SIM;S/N;SIM;VERDE;ALTA
11654313000180;MATRIZ;2010-03-01;RAUL CEZAR BAHLS DE MELLO ME;2135;EMPRESARIO INDIVIDUAL;RUA ANTONIO VICENTE SILVA;1622;83255000;BALNEARIO IPANEMA;PONTAL DO PARANA;PR;ATIVA;PRIVADO;-25,649471;-48,442777;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;BAIXA
04933516000140;MATRIZ;2002-02-22;MARIA NUBIA DE MEDEIROS ROSA TRANSPORTES ME;2135;EMPRESARIO INDIVIDUAL;RUA LUIZ PARISOTTO;71;03923010;SAPOPEMBA;SAO PAULO;SP;ATIVA;PRIVADO;-23,5949805;-46,5071992;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
61064838013030;FILIAL;2011-01-14;SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA UM;82;33200000;MORRO ALTO;VESPASIANO;MG;BAIXADA;PRIVADO;-19,7742997;-43,9514679;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;INATIVA
12467591000190;MATRIZ;2010-08-18;J N ADMINISTRACAO DE IMOVEIS E CONDOMINIOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA XINGU;307;83255000;BALNEARIO IPANEMA;PONTAL DO PARANA;PR;ATIVA;PRIVADO;-25,6734145;-48,5107532;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;BAIXA
05581713000100;MATRIZ;2003-03-31;PAULO H GRASSI ME;2135;EMPRESARIO INDIVIDUAL;LINHA 21 DE ABRIL;SN;98400000;INTERIOR;FREDERICO WESTPHALEN;RS;ATIVA;PRIVADO;-27,3604588;-53,3979628;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;BAIXA
05558159000140;MATRIZ;2003-03-20;ADAILSON SANTOS ANTUNES ME;2135;EMPRESARIO INDIVIDUAL;RODOVIA MGT BR;122;39527000;ZONA RURAL;MATO VERDE;MG;ATIVA;PRIVADO;-15,397179;-42,8690497;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;MEDIA
11991483000150;MATRIZ;2010-05-19;IMPERIO DOS IMPORTADOS COMERCIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA 1 DE JUNHO;1082;68501170;JARDIM UNIAO;MARABA;PA;ATIVA;PRIVADO;-5,3699668;-49,1169278;S/N;1;0;SIM;S/N;NAO;AZUL;ALTA
08703467000100;MATRIZ;2007-03-16;ROBERTO KAZUHIRO KADOTA;4120;PRODUTOR RURAL PESSOA FISICA;ESTRADA DA BONANZA;211;06730000;DA LAGOA;VARGEM GRANDE PAULISTA;SP;ATIVA;PRIVADO;-23,6054693;-47,0262182;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
14107673000150;MATRIZ;2011-02-23;M & D 2 ROUPAS E CONFECCOES EIRELI ME;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;AVENIDA RANGEL PESTANA;2020;03002000;BRAS;SAO PAULO;SP;ATIVA;PRIVADO;-23,5426353;-46,6158958;S/N;1;0;SIM;S/N;NAO;AZUL;BAIXA
15223007000140;MATRIZ;2012-03-19;ANDERSON MARCIO DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA QUISSAMA;1412;25615532;QUISSAMA;PETROPOLIS;RJ;BAIXADA;PRIVADO;-22,4937654;-43,1583447;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
08844366000400;FILIAL;2007-05-31;ALVARO JOAO BIANCHIM;4120;PRODUTOR RURAL PESSOA FISICA;FAZENDA BOM JARDIM;SN;13360000;SEDE;CAPIVARI;SP;ATIVA;PRIVADO;-22,9972026;-47,512814;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
15264869000110;MATRIZ;2012-02-15;CESAR AUGUSTO MELNYK BANDONI TRANSPORTES ME;2135;EMPRESARIO INDIVIDUAL;RUA DAS OITICICAS;256;04346090;VILA PARQUE JABAQUARA;SAO PAULO;SP;ATIVA;PRIVADO;-23,638828;-46,6471464;S/N;1;0;SIM;S/N;NAO;AMARELO;MEDIA
16627220000180;MATRIZ;2012-08-02;ELEICAO 2012 ALESANDRO MARQUES CALIXTO VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA MELVIN JONES;157;79730000;VILA INDUSTRIAL;GLORIA DE DOURADOS;MS;BAIXADA;PRIVADO;-22,4199634;-54,2296787;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
14263746000100;MATRIZ;2011-09-09;WELLINGTON DE PAULA FERREIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR ULYSSES FERNANDES NUNES;127;13563502;JARDIM SAO CARLOS 5;SAO CARLOS;SP;ATIVA;PRIVADO;-21,9892931;-47,9277868;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
08023991000300;FILIAL;2006-07-27;MAURO DONISETE DE PAULA E OUTROS;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SAO JOAO;SN;15990000;SAO LOURENCO DO TURVO;MATAO;SP;ATIVA;PRIVADO;-21,6029893;-48,3644226;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
14114665000130;MATRIZ;2011-08-14;NANEIBI ALMEIDA FERREIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA 30;SN;77825808;VILA NORTE;ARAGUAINA;TO;ATIVA;PRIVADO;-7,1817617;-48,2377143;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
93950392000130;MATRIZ;1991-04-16;COMERCIO DE CONFECCOES PADILHA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CARAZINHO;901;92330300;MATHIAS VELHO;CANOAS;RS;BAIXADA;PRIVADO;-29,8995019;-51,1954872;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
03605716000100;MATRIZ;2000-01-06;MEFAG PARTICIPACOES SA;2054;SOCIEDADE ANONIMA FECHADA;AVENIDA SAO GABRIEL;495;01435001;JARDIM PAULISTA;SAO PAULO;SP;ATIVA;PRIVADO;-23,5787314;-46,6712332;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
04768220000110;MATRIZ;2001-10-09;GANDI COMERCIO DE ALIMENTOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA PRESIDENTE DUTRA;S/N;07034911;ITAPEGICA V HERMINA;GUARULHOS;SP;ATIVA;PRIVADO;-23,4634523;-46,5334502;S/N;3;0;NAO;4;NAO;VERDE;ALTA
21545371006160;FILIAL;2006-02-06;LOJAS EDMIL SA;2054;SOCIEDADE ANONIMA FECHADA;RUA HERCULANO CASTANHEIRA;88;37220970;CENTRO;BOM SUCESSO;MG;ATIVA;PRIVADO;-21,0346674;-44,7588997;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
01969082000140;MATRIZ;1997-07-01;E L MIRANDA & CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARINGA;294;83040160;SAO CRISTOVAO;SAO JOSE DOS PINHAIS;PR;ATIVA;PRIVADO;-25,5248465;-49,1982983;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;BAIXA
23781859000180;MATRIZ;1992-02-18;ASSOCIACAO COMUNITARIA DO BAIRRO ROSA MISTICA;3999;ASSOCIACAO PRIVADA;AVENIDA HUMORISTA;136;35570000;ROSA MISTICA;FORMIGA;MG;ATIVA;PRIVADO;-20,4649769;-45,4262714;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;MEDIA
65511230000160;MATRIZ;1991-09-24;CLUBE DA PRAIA PRETA;3999;ASSOCIACAO PRIVADA;ESTRADA DA PRAIA PRETA;702;11618050;BORACEIA;SAO SEBASTIAO;SP;ATIVA;PRIVADO;-23,7718444;-45,716805;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
11045455000140;MATRIZ;2009-08-12;ROGISLEY HERMELINDO AMARAL ME;2135;EMPRESARIO INDIVIDUAL;RUA ESMERALDA;41;35460000;PLANALTO;BRUMADINHO;MG;ATIVA;PRIVADO;-20,1428754;-44,1982693;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
46174884003540;FILIAL;1989-08-22;EXPRESSO DE PRATA CARGAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA QUATRO;397A;13530000;CENTRO;ITIRAPINA;SP;ATIVA;PRIVADO;-22,2539614;-47,8141727;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
60518669000100;MATRIZ;1989-05-15;MARCILIO VIEIRA & CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ANTHEMO VICTORIO PILAN;331;18180971;DO TURVO;TAPIRAI;SP;ATIVA;PRIVADO;-23,9632471;-47,5071671;S/N;1;0;SIM;S/N;NAO;VERDE;ALTA
12550606000180;MATRIZ;2010-09-09;LCRM ADMINISTRACAO E PARTICIPACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOS MONJOLEIROS;99;86055744;VIVENDAS DO ARVOREDO;LONDRINA;PR;ATIVA;PRIVADO;-23,3044524;-51,1695824;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
73452617000200;FILIAL;2007-02-28;INDUSTRIA E COMERCIO DE CONFECCOES CONWERSAO EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA EXPEDICIONARIO JOAO ZAPELLA;22;89252080;CENTRO;JARAGUA DO SUL;SC;ATIVA;PRIVADO;-26,4852432;-49,0828974;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
04782416000160;MATRIZ;2001-11-02;EVA COUTINHO MARQUES ME;2135;EMPRESARIO INDIVIDUAL;RUA SETOR B;209;92500000;COHAB;GUAIBA;RS;BAIXADA;PRIVADO;-30,1090924;-51,3238273;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;INATIVA
04567176000180;MATRIZ;2001-07-19;GIARETTA COMERCIO DE AUTO PECAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANTONIO AYROSA;379;05103000;VILA DOS REMEDIOS;SAO PAULO;SP;ATIVA;PRIVADO;-23,5135818;-46,7541562;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
12137564000150;MATRIZ;2010-06-29;LUIZ SERGIO DA COSTA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA SAUL LUIZ FRANCA;44;39460000;TAMUA;MANGA;MG;ATIVA;PRIVADO;-14,7562289;-43,9321492;S/N;1;0;SIM;S/N;NAO;AZUL;ALTA
13021077000190;MATRIZ;2010-12-01;TERRA DI VERNAZZA INCORPORADORA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA EUCLIDES MIRAGAIA;660;12245820;CENTRO;SAO JOSE DOS CAMPOS;SP;ATIVA;PRIVADO;-23,1920705;-45,8859322;S/N;S/N;S/N;NAO;1;NAO;AZUL;ALTA
58553165000170;MATRIZ;1988-02-09;RESERVA PESSOAL DECORACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PEDRO BOTESI;2171;13806635;JARDIM SCOMPARIM;MOGI MIRIM;SP;ATIVA;PRIVADO;-22,4057013;-46,9675662;S/N;1;0;SIM;S/N;NAO;LARANJA;BAIXA
10443721000120;MATRIZ;2008-10-01;TCHARLES RODRIGO SCHNEIDER EIRELI EPP;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RUA MACHADO DE ASSIS;2101;93945000;CENTRO;PRESIDENTE LUCENA;RS;ATIVA;PRIVADO;-24,9494467;-53,4368867;S/N;0;5;NAO;S/N;NAO;LARANJA;BAIXA
15428453000190;MATRIZ;2012-04-25;GLAUCE DE ALMEIDA BITENCOURT MEI;2135;EMPRESARIO INDIVIDUAL;RUA DOS GERANIOS;239;11432330;JARDIM PRIMAVERA;GUARUJA;SP;ATIVA;PRIVADO;-23,9908811;-46,270338;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;BAIXA
07880716000170;MATRIZ;2006-01-27;AUGURI DISTRIBUICAO E COMERCIO DE PERIODICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PARADA PINTO;1260;02611002;VILA NOVA CACHOEIRINHA;SAO PAULO;SP;ATIVA;PRIVADO;-23,4695913;-46,6583483;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;BAIXA
12011610000170;MATRIZ;2010-05-10;MONTE EMBALAGEM DESCARTAVEIS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA RAUL CABRAL;645;60420318;MONTESE;FORTALEZA;CE;BAIXADA;PRIVADO;-3,7692173;-38,5442444;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;INATIVA
27480615000380;FILIAL;1995-11-02;BITENCOURT E MANCINI EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA SIMAO SOARES;SN;29330000;BARRA ITAPEMIRIM;ITAPEMIRIM;ES;ATIVA;PRIVADO;-21,0107142;-40,8338832;S/N;2;0;NAO;S/N;NAO;VERMELHO;MEDIA
05396242000160;MATRIZ;2002-08-08;JR ZUEIRA ENTREGAS A DOMICILIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;TRECHO TIRADENTES;131;36240000;CENTRO;SANTOS DUMONT;MG;ATIVA;PRIVADO;-21,4662142;-43,5500883;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;ALTA
12424485000120;MATRIZ;2010-08-24;SEVERINO PEDRO DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA CHUVA NA MONTANHA;45;08132410;ITAIM PAULISTA;SAO PAULO;SP;BAIXADA;PRIVADO;-23,5110524;-46,3763096;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;INATIVA
07227018000170;MATRIZ;2005-02-18;ALMEIDA & EVANGELISTA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MANOEL BANDEIRA;730;85908110;JARDIM EUROPA;TOLEDO;PR;BAIXADA;PRIVADO;-24,7339389;-53,7054291;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;INATIVA
10381232000190;MATRIZ;2008-09-18;JIEXIAO RONG ME;2135;EMPRESARIO INDIVIDUAL;RUA BATISTA DE CARVALHO;6;17010001;CENTRO;BAURU;SP;BAIXADA;PRIVADO;-22,3226313;-49,0721961;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;INATIVA
14304526000170;MATRIZ;2011-09-16;CARLOS HENRIQUE DIAVAO MEI;2135;EMPRESARIO INDIVIDUAL;RUA SERGIPE;275;89820000;VILA SESAMO;XANXERE;SC;ATIVA;PRIVADO;-26,8715625;-52,4203279;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;BAIXA
00990551000140;MATRIZ;1995-12-02;SERGIO L JOST ME;2135;EMPRESARIO INDIVIDUAL;RUA 28 DE SETEMBRO;36;96810016;CENTRO;SANTA CRUZ DO SUL;RS;ATIVA;PRIVADO;-29,7161692;-52,4252072;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
02808965000130;MATRIZ;1998-06-04;P V P DE FRIBURGO REPRESENTACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PADRE MANOEL RCOSTA;259;28605000;AMPARO;NOVA FRIBURGO;RJ;ATIVA;PRIVADO;-22,2887261;-42,5340796;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
83261420001120;FILIAL;2004-05-13;BISTEK SUPERMERCADOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR CONSTANCIO KRUMMEL;2183;88103600;PRAIA COMPRIDA;SAO JOSE;SC;ATIVA;PRIVADO;-27,6080516;-48,6274531;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
11622936000170;MATRIZ;2010-02-22;F S P CARDOSO ME;2135;EMPRESARIO INDIVIDUAL;RUA SANTA TEREZINHA;843;68633000;CENTRO;DOM ELISEU;PA;ATIVA;PRIVADO;-4,2966107;-47,5566082;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;MEDIA
09568621000140;MATRIZ;2008-04-08;COMERCIAL DUARTE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;ALAMEDA DAS LARANJEIRAS;65;35650000;FLORIDA;PITANGUI;MG;ATIVA;PRIVADO;-19,6824436;-44,890204;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
01520755000180;MATRIZ;1996-10-02;ESCRITORIO CONTABIL C & S LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;RUA AFONSO PENA;1290;14401141;CIDADE NOVA;FRANCA;SP;BAIXADA;PRIVADO;-20,5297239;-47,3979754;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
11716134000120;MATRIZ;2010-03-04;GRAVE E PREDIGER LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SETE DE SETEMBRO;1171;98200000;CENTRO;IBIRUBA;RS;BAIXADA;PRIVADO;-28,6307815;-53,0865318;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
49871213001400;FILIAL;2009-11-03;IC TRANSPORTES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA DOM GABRIEL PAULINO BUENO COUTO;500;13212240;RETIRO;JUNDIAI;SP;ATIVA;PRIVADO;-23,21995;-47,0235393;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
09565830000130;MATRIZ;2008-03-25;SERGIO ROBERTO DA SILVA ROCHA ME;2135;EMPRESARIO INDIVIDUAL;RUA CANGUSSU;83;90830010;NONOAI;PORTO ALEGRE;RS;ATIVA;PRIVADO;-30,08512;-51,2162902;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
15294213000140;MATRIZ;2012-02-02;LISOLUTIONS CONSULTORIA EM INFORMATICA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DA TROPICALIA;102;08061010;JARDIM PEDRO JOSE NUNES;SAO PAULO;SP;ATIVA;PRIVADO;-23,5017572;-46,4665891;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
14577819000120;MATRIZ;2011-11-07;ANTONIO JOSE DOS SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA DA IGREJA;626;55900973;CENTRO;GOIANA;PE;BAIXADA;PRIVADO;-7,5621417;-34,9982929;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
11736583000130;MATRIZ;2010-03-11;RETRATO ATELIE SERVICOS FOTOGRAFICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA RICARDO MEDINA FILHO;919;05057100;VILA IPOJUCA;SAO PAULO;SP;ATIVA;PRIVADO;-23,5366881;-46,7071459;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
15441648000170;MATRIZ;2011-04-25;L&A COMERCIAL IMPORTADORA E EXPORTADORA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA AMERICO BRASILIENSE;1765;04715005;CHACARA SANTO ANTONIO ZONA SUL;SAO PAULO;SP;BAIXADA;PRIVADO;-23,6306556;-46,7035601;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;INATIVA
13376456000100;MATRIZ;2011-03-17;BENTO MARTINS LOPES MEI;2135;EMPRESARIO INDIVIDUAL;RUA CORONEL PEDRO CELESTINO;SN;79280000;NOSSA SENHORA APARECIDA;PORTO MURTINHO;MS;ATIVA;PRIVADO;-21,7011901;-57,8911124;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
11034154000110;MATRIZ;1986-08-07;M PEREIRA DOS SANTOS ME;2135;EMPRESARIO INDIVIDUAL;ESTRADA DO CANADA;SN;65370000;CANADA;PINDARE MIRIM;MA;ATIVA;PRIVADO;-3,6538509;-45,4241769;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
10557664000100;MATRIZ;2008-12-01;PAREDES & FRANCISCO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE FERREIRA MARQUES;6;17012200;VILA NOVA CIDADE UNIVERSITARIA;BAURU;SP;BAIXADA;PRIVADO;-22,3323945;-49,0589151;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
90400888172270;FILIAL;2009-03-20;BANCO SANTANDER BRASIL SA;2046;SOCIEDADE ANONIMA ABERTA;AVENIDA GENERAL CARNEIRO;474;18043002;VILA LUCY;SOROCABA;SP;ATIVA;PRIVADO;-23,5041128;-47,4731375;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
12098663000170;MATRIZ;2010-06-16;CSO COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GRAMADO;645;93950000;CENTRO;DOIS IRMAOS;RS;ATIVA;PRIVADO;-29,5878834;-51,0895149;S/N;S/N;S/N;SIM;S/N;NAO;AMARELO;BAIXA
12472740000100;MATRIZ;2010-09-01;PEDRO CASSIANO NUNES DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;S/N;S/N;S/N;S/N;S/N;S/N;BAIXADA;PRIVADO;S/N;S/N;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;INATIVA
13657539000160;MATRIZ;2011-05-17;RONEY OSMAR SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA FREI RUPERTO DE JESUS;38;03985050;JARDIM ANGELA ZONA LESTE;SAO PAULO;SP;ATIVA;PRIVADO;-23,6045984;-46,5156187;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;BAIXA
11792853000120;MATRIZ;2010-03-29;ZILANDIA MARIA DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA BEIRA MAR;20;55592970;MARACAIPE;IPOJUCA;PE;ATIVA;PRIVADO;-8,398109;-35,0609851;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
11738375000170;MATRIZ;2010-03-19;MARCELO EDUARDO CABRAL ME;2135;EMPRESARIO INDIVIDUAL;RUA JOAO TEIXEIRA DA SILVA;205;03348040;VILA INVERNADA;SAO PAULO;SP;ATIVA;PRIVADO;-23,5665853;-46,5629991;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;MEDIA
10791467000150;MATRIZ;2009-04-23;ADEMIR JOSE NASCIMENTO ARMAZENS ME;2135;EMPRESARIO INDIVIDUAL;DISTRITO POVOADO DE AGUADAS;9997;44775000;AGUADAS;FILADELFIA;BA;ATIVA;PRIVADO;-10,740906;-40,1440735;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
13613421000130;MATRIZ;2010-10-01;ASSOCIACAO COMUNITARIA DO FUNDO DE PASTO DE ANTONIO JOSE;3999;ASSOCIACAO PRIVADA;PRACA DO MERCADO;SN;45265970;CENTRO;CAETANOS;BA;ATIVA;PRIVADO;-14,3351992;-40,9178813;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
12246639000130;MATRIZ;2010-07-19;BRUNO GUSTAVO CORREA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA CRISANTEMO;176;68030590;AEROPORTO VELHO;SANTAREM;PA;ATIVA;PRIVADO;-2,4506291;-54,7009228;S/N;S/N;S/N;SIM;S/N;SIM;VERDE;ALTA
10345117000160;MATRIZ;2008-09-17;T R DE SOUZA RELOJOARIA ME;2135;EMPRESARIO INDIVIDUAL;RUA MICA;80;35043350;SAO RAIMUNDO;GOVERNADOR VALADARES;MG;ATIVA;PRIVADO;-18,8955476;-41,9518494;S/N;1;0;SIM;S/N;SIM;AZUL;ALTA
10227841000190;MATRIZ;1986-04-29;J G MAGALHAES ME;2135;EMPRESARIO INDIVIDUAL;RUA NOBERTO PENAFORT;761;68980000;CENTRO;OIAPOQUE;AP;ATIVA;PRIVADO;3,8441368;-51,8322292;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
12594744000160;MATRIZ;2010-09-28;EDI LOPES ETHUR MEI;2135;EMPRESARIO INDIVIDUAL;RUA LI PRINCESA LEOPOLDINA;115;88140000;CALDAS;SANTO AMARO DA IMPERATRIZ;SC;ATIVA;PRIVADO;-27,6856839;-48,7817857;S/N;S/N;S/N;SIM;S/N;SIM;AZUL;MEDIA
12983505000100;MATRIZ;2010-11-02;CELIA & CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ADRIANO JESUS DA COSTA;68;11495021;SITIO MORRINHO I;GUARUJA;SP;ATIVA;PRIVADO;-23,9643784;-46,2525188;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;MEDIA
13536050000130;MATRIZ;2011-04-18;ALFREDO DARCY SILVA RESCHINI ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA RIO BRANCO;615;17800000;CENTRO;ADAMANTINA;SP;ATIVA;PRIVADO;-21,6859153;-51,0739431;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
